tarih,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22
2014-10-30,8,10,15,16,17,18,30,32,36,37,41,44,45,48,49,63,64,66,69,74,75,80
2014-11-03,1,3,4,13,14,16,20,22,23,27,30,32,37,45,46,49,51,61,64,70,72,74
2014-11-06,1,3,6,7,8,9,18,20,31,35,40,42,48,49,50,53,62,66,70,72,78,79
2014-11-10,5,7,12,15,17,20,24,26,30,33,41,46,50,53,60,61,63,70,71,73,74,79
2014-11-13,1,2,3,4,7,12,24,27,28,29,31,37,47,53,56,59,62,68,74,75,76,80
2014-11-17,7,8,10,18,20,22,25,26,29,34,35,36,44,46,47,51,58,65,72,74,76,80
2014-11-20,2,4,7,16,19,25,29,34,35,42,47,49,50,55,60,66,67,73,74,78,79,80
2014-11-24,4,5,6,8,9,12,16,20,28,35,37,38,39,47,50,55,61,64,70,72,75,78
2014-11-27,5,23,25,26,28,31,41,44,46,49,50,52,55,57,59,65,73,74,75,76,79,80
2014-12-01,12,14,16,17,18,25,27,30,33,34,42,44,46,47,50,52,57,70,74,78,79,80
2014-12-04,7,10,11,12,18,30,33,34,35,42,44,45,47,52,57,63,66,67,69,70,73,79
2014-12-08,2,5,6,8,9,14,19,20,21,22,28,44,47,48,49,50,52,53,68,70,76,79
2014-12-11,12,17,20,24,29,35,36,38,42,43,44,48,50,59,62,63,66,69,70,71,78,80
2014-12-15,1,2,4,6,7,8,10,17,23,32,36,44,45,49,58,62,65,67,72,73,75,78
2014-12-18,2,5,8,9,10,12,16,18,20,21,25,36,39,40,44,46,52,55,57,61,64,69
2014-12-22,6,7,8,12,23,30,34,35,37,40,41,43,47,50,54,56,57,69,70,72,73,78
2014-12-25,3,12,13,15,18,21,26,27,30,34,36,46,47,48,52,55,56,64,65,66,69,76
2014-12-29,6,21,24,25,27,32,35,38,42,44,48,60,62,63,66,68,69,74,75,78,79,80
2015-01-01,5,8,9,14,24,27,35,38,42,43,44,49,51,52,54,59,63,64,66,67,68,77
2015-01-05,8,14,21,28,31,34,40,43,47,48,50,51,52,58,60,64,67,68,70,76,77,79
2015-01-08,2,4,5,8,9,17,25,27,29,32,36,41,44,47,49,50,53,57,59,64,79,80
2015-01-12,1,4,13,15,16,19,23,25,26,27,34,43,49,53,57,59,60,61,68,69,78,79
2015-01-15,2,4,18,24,26,27,32,35,41,44,46,53,54,55,56,58,59,60,62,65,67,71
2015-01-19,1,4,12,15,21,29,31,34,37,39,43,44,46,49,51,54,56,58,59,70,76,79
2015-01-22,4,14,15,17,26,28,29,37,41,42,46,50,51,53,57,65,69,72,73,77,79,80
2015-01-26,1,5,8,12,15,17,21,24,26,40,43,49,55,56,63,66,69,71,73,75,77,78
2015-01-29,4,14,16,18,24,27,29,32,35,36,39,40,44,45,47,48,52,59,62,74,75,78
2015-02-02,3,11,17,28,29,34,35,37,44,45,46,49,54,60,61,65,67,69,72,73,75,78
2015-02-05,3,8,15,16,26,27,30,32,33,41,42,47,48,49,51,54,57,62,65,68,69,75
2015-02-09,6,10,11,14,26,29,34,37,38,42,44,45,52,58,64,65,67,68,69,75,78,79
2015-02-12,4,10,12,15,16,20,21,26,28,31,34,40,42,45,48,51,59,60,63,67,73,77
2015-02-16,1,2,3,4,8,24,26,30,31,37,42,44,46,47,48,49,55,62,63,66,68,70
2015-02-19,6,8,13,18,19,22,23,25,32,33,35,38,43,47,49,53,55,56,58,59,71,77
2015-02-23,4,6,7,9,13,14,18,20,21,25,26,30,33,44,46,56,58,61,71,73,75,80
2015-02-26,3,10,17,25,26,30,33,40,42,43,44,51,52,53,57,58,62,63,69,71,73,79
2015-03-02,3,7,16,17,20,25,28,31,32,42,52,56,59,60,65,66,68,69,70,75,79,80
2015-03-05,7,9,13,18,23,25,29,33,34,36,37,39,40,41,49,50,56,69,70,71,72,80
2015-03-09,8,18,19,21,22,23,24,25,28,37,38,40,43,50,53,55,56,59,62,75,79,80
2015-03-12,1,20,23,30,35,37,42,45,46,47,49,50,51,53,55,57,61,65,70,71,72,78
2015-03-16,8,12,14,15,18,20,21,22,25,28,29,34,37,42,46,50,53,55,57,59,65,69
2015-03-19,2,6,10,11,12,18,32,34,35,38,40,42,46,47,48,51,56,70,71,74,77,78
2015-03-23,3,4,6,9,12,21,27,29,33,39,44,48,49,55,58,61,62,64,69,71,73,78
2015-03-26,2,7,14,17,31,34,35,36,40,42,43,44,52,53,54,57,67,68,73,74,75,78
2015-03-30,1,7,14,22,25,36,43,44,47,49,53,54,56,58,59,65,70,71,73,76,78,80
2015-04-02,12,19,23,25,29,30,31,39,45,50,52,54,59,61,62,64,69,70,73,75,77,79
2015-04-06,2,4,6,15,18,21,25,28,31,35,42,46,49,50,51,52,58,59,61,65,66,79
2015-04-09,1,3,4,7,10,16,26,29,33,37,40,44,45,49,50,53,60,64,67,69,73,79
2015-04-13,2,3,4,8,12,14,19,21,22,25,41,43,44,51,52,56,58,61,62,69,70,75
2015-04-16,2,13,14,17,25,27,29,30,34,36,37,42,47,49,50,54,55,56,61,66,69,79
2015-04-20,5,9,18,23,24,36,42,43,44,47,48,52,53,60,61,65,66,67,71,74,75,78
2015-04-23,2,6,8,11,13,17,20,24,25,27,30,34,36,41,43,46,47,52,63,64,69,74
2015-04-27,6,9,10,18,27,28,32,35,37,42,44,45,47,52,58,63,64,66,68,70,78,79
2015-04-30,11,13,16,22,24,25,28,32,34,38,42,44,49,53,54,63,67,68,69,71,76,79
2015-05-04,1,4,12,14,15,22,28,37,38,39,40,45,50,52,55,56,60,61,65,70,79,80
2015-05-07,1,7,15,17,19,22,26,35,37,41,44,45,46,48,51,52,54,64,68,69,75,77
2015-05-11,1,8,11,12,16,20,22,28,35,47,48,52,53,57,60,65,66,69,71,73,74,77
2015-05-14,2,4,6,7,9,30,34,47,49,50,51,54,58,59,62,63,64,69,70,71,72,80
2015-05-18,1,2,3,6,12,13,18,20,21,28,29,31,35,44,47,49,50,58,66,71,78,79
2015-05-21,2,6,7,12,15,16,24,30,37,43,49,52,55,60,66,68,69,71,72,73,76,78
2015-05-25,1,2,4,5,15,16,17,23,27,39,42,43,45,46,47,49,66,67,70,77,78,79
2015-05-28,5,7,10,12,18,22,25,26,30,31,32,36,37,38,39,41,43,44,57,66,67,74
2015-06-01,1,2,5,9,13,15,17,21,23,26,33,35,43,44,52,53,60,63,67,73,75,76
2015-06-04,4,12,14,15,23,24,25,30,33,34,35,47,49,55,57,60,67,70,71,73,74,77
2015-06-08,3,4,12,16,18,20,25,26,28,32,34,37,43,47,52,54,57,67,69,73,78,80
2015-06-11,1,2,6,12,17,19,23,27,28,29,31,46,47,48,52,54,57,59,63,73,75,78
2015-06-15,1,3,4,7,8,11,20,22,23,41,45,47,52,59,62,66,70,76,77,78,79,80
2015-06-18,2,3,7,8,12,15,16,21,22,24,30,38,44,46,47,54,55,56,59,61,75,78
2015-06-22,3,6,8,9,14,17,18,22,35,38,45,47,54,56,58,63,64,65,68,70,77,80
2015-06-25,3,7,9,13,16,17,21,23,25,26,28,37,40,44,45,47,57,66,67,68,70,76
2015-06-29,12,20,23,28,34,36,37,39,46,47,48,49,50,51,52,58,60,61,64,69,74,75
2015-07-02,6,13,26,28,33,37,40,42,49,50,52,53,54,56,59,62,65,66,72,78,79,80
2015-07-06,3,18,19,24,30,35,36,37,42,44,50,59,61,63,64,68,69,76,77,78,79,80
2015-07-09,1,15,19,20,21,22,27,29,38,41,42,46,47,54,62,64,68,72,73,75,76,79
2015-07-13,4,8,10,13,14,15,18,20,24,25,34,35,37,38,39,44,48,50,60,68,69,70
2015-07-16,1,7,8,14,15,20,21,22,26,28,29,31,33,42,53,64,68,69,71,73,74,79
2015-07-20,1,2,3,4,18,25,26,33,35,37,40,44,45,50,52,53,55,57,64,70,73,80
2015-07-23,1,4,5,9,21,22,24,28,30,36,41,44,46,51,54,55,56,60,61,62,71,80
2015-07-27,6,7,12,14,25,27,30,33,34,36,43,44,45,47,48,56,65,67,68,73,77,80
2015-07-30,9,13,16,20,21,28,38,41,44,46,47,53,57,59,63,67,68,71,72,73,76,78
2015-08-03,4,9,11,12,17,18,28,30,32,36,44,46,47,48,49,55,56,57,64,69,79,80
2015-08-06,1,3,5,7,13,18,19,23,25,27,28,29,34,44,45,47,54,55,60,66,67,80
2015-08-10,8,12,14,19,21,27,31,33,34,35,36,37,40,42,54,59,60,63,64,67,69,78
2015-08-13,12,14,25,28,31,32,35,39,42,44,51,52,54,55,56,60,65,66,71,72,73,78
2015-08-17,3,6,9,12,15,17,21,22,34,35,40,43,45,47,48,53,56,60,66,68,71,73
2015-08-20,3,9,10,18,22,23,25,26,28,31,36,49,51,53,57,60,62,66,67,68,72,75
2015-08-24,1,9,14,18,20,22,26,27,31,33,36,37,42,45,46,51,64,67,76,77,78,80
2015-08-27,4,6,7,14,15,17,24,27,38,41,49,53,56,58,60,61,71,72,73,76,77,80
2015-08-31,1,7,12,17,27,30,32,33,35,38,40,46,48,54,57,60,64,65,69,70,74,79
2015-09-03,5,7,8,10,14,15,16,18,20,21,26,28,34,36,41,46,50,56,63,64,68,80
2015-09-07,3,8,10,12,13,20,21,22,28,37,39,40,43,44,49,53,60,63,68,74,75,78
2015-09-10,4,15,19,20,22,31,33,34,36,38,40,41,43,44,56,58,60,61,64,66,67,76
2015-09-14,6,8,10,19,27,28,35,36,37,47,48,51,54,55,59,61,63,65,68,70,78,79
2015-09-17,4,5,9,11,14,21,25,27,31,37,38,40,44,46,50,56,58,66,67,69,71,80
2015-09-21,6,12,15,16,20,21,22,24,26,33,34,38,48,49,55,64,65,69,70,74,78,79
2015-09-24,7,8,12,13,14,16,24,25,27,28,30,36,37,44,46,47,51,52,64,66,70,74
2015-09-28,1,8,15,20,21,27,28,29,34,35,39,41,48,49,50,54,60,66,68,74,75,80
2015-10-01,4,12,13,14,15,16,22,26,28,29,38,43,47,49,53,57,58,64,66,67,69,75
2015-10-05,3,6,9,19,32,33,36,40,41,44,49,50,51,53,54,56,58,62,66,69,70,77
2015-10-08,3,13,18,21,22,27,30,32,33,35,36,47,49,56,65,66,69,73,74,76,77,80
2015-10-12,1,3,4,11,12,20,22,26,35,41,44,47,53,56,61,63,64,68,70,73,77,80
2015-10-15,2,3,6,8,10,13,23,27,29,34,41,50,51,53,54,57,59,61,67,71,72,73
2015-10-19,2,5,23,24,34,35,36,42,45,46,47,48,53,55,56,58,62,68,69,74,75,79
2015-10-22,2,3,6,9,10,13,15,19,21,24,25,33,42,43,52,53,54,59,62,69,72,77
2015-10-26,3,17,21,25,30,32,34,38,40,42,43,47,48,49,55,57,58,62,63,67,75,78
2015-10-29,2,6,9,16,17,23,24,25,27,28,30,31,40,41,43,53,59,60,62,72,75,80
2015-11-02,2,6,7,10,15,16,27,31,34,36,38,39,41,45,48,50,52,58,60,65,68,72
2015-11-05,3,7,10,16,20,26,29,31,38,47,49,58,59,65,66,67,68,70,71,73,79,80
2015-11-09,3,8,9,10,18,19,25,26,29,31,35,51,54,55,57,60,62,63,66,68,70,80
2015-11-12,1,2,8,12,18,19,26,28,30,34,38,39,42,43,47,49,50,53,55,56,71,72
2015-11-16,12,15,20,22,25,27,34,36,39,40,42,43,48,53,54,56,59,60,66,68,69,73
2015-11-19,2,4,5,9,11,13,15,27,30,38,40,42,45,48,52,55,58,62,70,72,73,74
2015-11-23,14,16,18,21,22,26,28,29,33,36,37,40,41,47,48,51,57,59,62,63,74,80
2015-11-26,2,3,7,18,23,27,32,34,36,38,47,50,51,52,57,58,61,64,65,68,71,78
2015-11-30,2,3,4,12,15,20,25,27,28,29,31,43,46,49,50,52,53,57,62,65,66,78
2015-12-03,2,7,8,10,12,13,14,18,29,37,38,39,40,45,55,57,62,68,71,74,77,79
2015-12-07,3,10,12,16,18,23,28,32,36,43,44,47,50,51,54,57,60,63,70,71,75,77
2015-12-10,7,8,9,11,22,25,30,34,35,36,37,40,49,53,54,57,61,64,70,72,75,80
2015-12-14,12,13,15,17,22,27,29,30,31,37,46,48,50,51,53,57,61,63,73,75,78,79
2015-12-17,1,12,14,16,19,27,29,32,35,36,38,41,49,51,54,56,57,58,59,60,67,71
2015-12-21,1,3,9,12,16,22,23,27,30,34,37,46,48,49,51,65,68,71,73,76,78,79
2015-12-24,4,5,15,16,23,26,35,41,45,52,53,54,57,60,61,62,71,75,77,78,79,80
2015-12-28,2,3,4,8,9,17,18,23,24,31,33,43,45,53,60,63,65,68,77,78,79,80
2015-12-31,3,5,8,10,15,18,20,22,34,35,37,38,52,54,59,63,66,68,69,70,72,79
2016-01-04,1,2,10,15,17,18,22,25,26,33,34,39,41,45,58,59,63,65,68,74,75,77
2016-01-07,3,4,6,10,14,16,19,20,22,23,24,26,34,38,39,42,44,61,66,70,73,79
2016-01-11,2,8,18,22,25,26,29,30,31,35,40,41,44,53,59,60,61,62,66,71,72,79
2016-01-14,3,8,10,13,16,17,18,23,25,26,27,34,47,54,56,57,62,68,70,78,79,80
2016-01-18,2,10,11,12,14,20,21,27,33,37,42,47,48,51,53,58,64,66,69,70,76,77
2016-01-21,1,3,4,6,10,14,16,24,27,29,37,38,42,49,51,54,57,59,64,73,76,78
2016-01-25,3,5,6,12,15,20,30,33,36,37,44,48,50,51,54,55,56,66,69,74,77,79
2016-01-28,5,10,11,12,15,20,23,24,29,30,35,36,38,44,47,49,50,56,64,77,78,79
2016-02-01,4,5,14,17,18,20,21,23,30,40,44,48,54,67,68,70,71,73,76,77,78,80
2016-02-04,6,12,13,14,16,20,21,29,30,32,34,37,46,47,57,59,63,72,73,77,78,79
2016-02-08,7,9,18,19,21,22,35,37,39,41,46,49,50,55,56,59,62,67,70,73,77,79
2016-02-11,2,6,15,16,20,23,28,29,35,36,39,42,43,47,48,49,51,52,53,58,75,80
2016-02-15,7,8,9,13,23,30,31,36,39,40,41,44,46,47,53,61,62,63,67,72,74,78
2016-02-18,5,6,7,8,16,18,20,26,29,35,37,38,39,46,47,48,52,61,64,66,75,79
2016-02-22,2,5,7,12,19,20,22,26,32,33,38,40,47,54,55,57,59,63,68,74,79,80
2016-02-25,2,3,9,10,16,17,19,21,23,25,30,35,47,49,53,54,55,58,59,64,72,76
2016-02-29,1,4,5,8,9,17,20,23,26,29,35,39,46,47,48,56,58,64,68,70,78,79
2016-03-03,2,9,10,31,33,34,38,42,43,45,57,58,60,64,66,69,70,71,72,74,77,79
2016-03-07,2,4,8,9,14,15,21,24,25,29,31,32,36,43,54,58,66,68,74,76,77,79
2016-03-10,3,13,22,26,27,33,37,41,42,43,44,46,48,52,54,62,65,66,68,71,73,80
2016-03-14,1,2,9,17,21,23,25,30,34,35,42,43,44,46,47,49,51,52,53,58,68,80
2016-03-17,1,4,6,7,8,18,22,25,33,36,37,38,39,44,54,58,61,63,69,70,72,74
2016-03-21,1,5,6,8,9,12,23,36,38,41,48,50,54,55,56,61,65,67,74,76,77,79
2016-03-24,6,7,15,18,27,28,29,33,37,38,39,43,46,54,57,58,59,60,67,69,70,79
2016-03-28,13,17,20,26,30,31,37,40,43,44,47,49,52,58,59,60,62,64,72,73,78,79
2016-03-31,2,10,12,23,25,26,30,33,34,35,42,44,49,51,53,54,59,60,64,65,69,78
2016-04-04,5,21,22,24,25,26,27,29,33,36,38,41,44,49,53,55,59,60,64,70,77,80
2016-04-07,2,5,12,13,16,18,22,24,28,40,41,42,43,46,57,62,64,65,67,68,70,73
2016-04-11,2,7,8,12,14,15,20,21,24,28,30,33,37,44,47,51,57,65,72,74,75,79
2016-04-14,4,5,15,18,30,37,38,40,45,46,47,49,51,53,56,59,62,63,65,70,75,77
2016-04-18,1,2,4,5,7,11,17,18,22,27,30,39,45,49,53,54,55,58,68,70,78,79
2016-04-21,5,7,11,13,17,18,26,27,28,36,41,42,43,46,48,49,53,56,60,69,73,80
2016-04-25,2,11,14,16,18,28,31,32,43,44,46,47,54,57,59,60,65,66,68,70,74,78
2016-04-28,1,14,16,18,19,22,23,24,25,32,35,45,47,60,62,64,67,70,73,74,77,80
2016-05-02,2,5,7,10,12,14,25,27,31,33,35,42,44,46,49,59,60,63,69,72,74,77
2016-05-05,4,17,20,23,24,28,30,35,40,42,55,57,60,63,64,66,68,73,77,78,79,80
2016-05-09,13,17,19,21,22,24,26,27,29,37,40,42,43,50,52,54,55,57,59,65,71,72
2016-05-12,1,9,13,17,18,20,21,22,26,41,44,45,46,47,50,53,57,58,66,69,71,80
2016-05-16,2,3,4,9,14,16,21,23,24,30,36,39,44,49,52,56,59,63,72,73,78,79
2016-05-19,1,4,8,18,19,20,23,25,28,33,40,42,44,47,48,50,56,58,61,68,74,76
2016-05-23,8,9,10,13,17,23,28,30,31,33,38,42,49,52,56,58,62,63,64,65,67,73
2016-05-26,7,9,18,22,23,26,27,29,32,36,37,47,48,51,53,58,69,70,72,78,79,80
2016-05-30,9,14,15,16,21,22,25,27,33,36,42,44,51,55,56,61,64,65,72,75,76,78
2016-06-02,2,3,5,8,10,17,25,26,29,50,52,54,57,58,59,60,64,66,67,69,71,80
2016-06-06,3,4,8,10,12,16,26,33,42,48,49,53,55,57,61,62,65,66,67,68,76,79
2016-06-09,3,22,25,26,29,37,40,41,43,44,46,52,54,55,60,62,64,72,73,75,77,79
2016-06-13,6,10,12,15,18,20,21,22,24,26,35,39,44,48,52,54,59,60,71,74,78,79
2016-06-16,4,6,15,18,25,27,30,31,32,33,38,39,41,47,48,56,63,64,69,73,75,78
2016-06-20,11,12,20,21,24,26,27,28,30,39,40,54,55,58,61,62,63,66,70,71,77,79
2016-06-23,12,13,17,21,24,27,29,33,43,46,47,51,52,56,61,62,63,64,68,71,74,78
2016-06-27,3,7,12,16,24,27,28,30,38,49,53,55,58,61,62,67,70,72,75,77,79,80
2016-06-30,5,6,7,15,18,22,24,25,36,38,41,43,48,52,54,62,68,70,72,77,78,80
2016-07-04,1,7,21,23,28,29,33,35,36,37,49,50,54,56,60,65,67,72,74,77,79,80
2016-07-07,3,7,13,18,22,23,25,26,30,35,41,42,46,47,49,50,62,65,67,77,79,80
2016-07-11,5,8,9,12,15,18,20,23,29,30,32,35,37,46,49,53,59,61,66,68,75,79
2016-07-14,4,11,15,22,24,25,32,34,35,38,41,49,53,55,56,59,61,63,66,73,74,78
2016-07-18,2,6,10,12,18,20,23,24,26,27,30,33,37,38,42,46,56,57,59,60,75,79
2016-07-21,2,6,8,15,23,25,32,37,41,44,46,49,51,52,53,54,60,62,65,66,79,80
2016-07-25,1,3,4,9,20,23,24,25,27,29,35,38,39,50,63,67,68,69,71,77,79,80
2016-07-28,3,6,9,10,15,18,27,29,30,35,37,45,49,53,56,68,69,71,72,75,77,80
2016-08-01,3,4,9,12,13,14,17,24,26,27,28,32,35,37,42,49,53,55,64,65,67,70
2016-08-04,6,18,20,21,22,24,26,29,30,37,38,41,42,48,54,57,61,66,70,73,77,78
2016-08-08,1,4,20,27,35,39,41,43,48,50,54,55,59,60,66,68,71,72,73,75,76,79
2016-08-11,3,7,10,11,12,13,22,23,25,30,32,38,39,40,47,48,54,59,60,68,70,80
2016-08-15,12,18,21,24,30,31,32,33,35,36,37,38,42,46,53,54,55,63,72,76,78,79
2016-08-18,1,14,16,22,25,27,28,29,33,38,40,41,44,45,48,53,55,63,65,70,77,79
2016-08-22,3,6,7,14,16,18,25,29,31,34,36,41,44,56,57,62,65,68,70,73,75,80
2016-08-25,10,12,13,14,16,18,20,22,30,31,35,39,40,41,45,47,49,55,56,63,71,78
2016-08-29,1,2,3,9,11,13,18,27,28,30,40,41,44,45,46,49,50,58,61,73,76,79
2016-09-01,3,7,15,19,27,29,37,38,41,42,44,53,57,59,60,62,65,70,72,76,78,79
2016-09-05,2,4,6,10,13,21,22,24,27,31,37,38,40,44,46,47,54,66,67,69,72,75
2016-09-08,2,12,13,21,22,24,26,27,34,39,40,41,44,50,54,58,66,70,76,78,79,80
2016-09-12,4,6,8,17,20,24,25,26,41,43,44,48,50,51,53,54,57,65,68,69,73,79
2016-09-15,3,5,12,15,16,17,27,28,29,34,37,38,42,47,53,60,61,62,64,70,75,80
2016-09-19,3,4,6,21,23,26,27,29,36,42,50,54,60,63,64,65,69,70,73,75,79,80
2016-09-22,3,7,10,14,16,17,19,24,29,37,40,43,45,50,53,55,57,60,67,68,70,78
2016-09-26,3,14,17,18,24,27,28,29,38,39,40,41,44,54,60,61,66,69,72,75,78,80
2016-09-29,1,5,8,12,14,15,20,22,27,30,31,38,43,47,52,53,58,63,64,66,70,76
2016-10-03,2,6,12,18,19,23,35,39,40,46,47,50,51,53,61,62,63,68,69,70,74,75
2016-10-06,6,11,15,22,27,29,30,33,37,40,44,45,46,49,50,51,54,67,71,74,76,78
2016-10-10,2,14,17,20,22,24,25,26,28,31,37,38,40,46,50,57,64,69,74,77,78,80
2016-10-13,1,16,20,21,23,24,25,27,32,36,39,40,41,44,48,51,54,57,73,77,79,80
2016-10-17,1,2,3,6,15,18,28,33,36,39,41,43,44,45,53,54,55,68,69,72,78,80
2016-10-20,3,5,6,7,10,12,14,15,18,21,28,37,40,41,44,46,48,55,56,62,72,74
2016-10-24,4,10,12,19,25,26,27,30,33,34,35,36,37,41,43,49,57,60,66,68,70,78
2016-10-27,1,2,4,8,14,15,17,18,21,23,31,33,36,39,43,44,51,52,66,70,73,79
2016-10-31,2,3,7,12,14,17,24,25,28,29,32,35,36,39,40,49,50,54,69,71,74,80
2016-11-03,2,6,8,16,18,19,31,33,36,37,41,51,53,56,57,60,63,64,72,77,78,79
2016-11-07,2,7,10,14,15,19,24,27,28,31,32,34,36,40,46,49,58,63,68,70,75,77
2016-11-10,2,6,9,12,13,16,23,34,45,48,50,54,55,63,66,67,70,74,75,76,78,79
2016-11-14,4,5,6,8,9,15,17,29,35,36,41,43,44,45,49,51,54,57,63,70,74,80
2016-11-17,1,5,8,10,13,14,18,21,27,32,36,40,42,49,50,52,67,68,69,70,71,75
2016-11-21,1,4,9,12,13,19,20,25,37,39,41,43,44,47,51,52,53,63,64,71,73,76
2016-11-24,9,14,19,21,24,25,26,27,28,31,36,39,40,42,44,47,48,52,55,62,73,75
2016-11-28,6,10,12,16,21,25,30,31,32,33,34,35,36,38,42,45,49,52,55,56,73,79
2016-12-01,6,8,9,13,16,23,29,32,36,37,38,43,47,49,51,52,66,68,71,72,75,80
2016-12-05,1,3,4,7,13,14,15,17,20,24,27,28,38,44,46,47,60,70,74,77,78,79
2016-12-08,5,6,8,12,21,25,27,29,40,42,44,47,51,53,55,58,60,70,71,75,77,78
2016-12-12,1,3,5,17,18,22,27,28,31,35,50,53,54,62,65,66,70,71,72,73,78,80
2016-12-15,1,3,16,17,20,26,29,34,35,36,40,41,43,47,49,50,58,63,70,73,75,79
2016-12-19,1,2,3,7,8,12,14,18,23,26,31,38,39,41,42,49,52,58,68,74,78,79
2016-12-22,12,16,20,23,26,29,30,32,36,45,52,53,56,63,70,71,72,74,75,77,78,79
2016-12-26,1,5,13,14,26,27,30,34,35,37,42,47,48,50,63,64,66,70,71,73,77,79
2016-12-29,1,2,3,4,6,16,17,18,19,24,31,34,35,37,38,44,53,56,58,72,78,80
2017-01-02,7,8,9,10,20,23,24,25,27,34,37,38,43,44,58,59,60,62,67,68,71,79
2017-01-05,3,4,7,12,15,16,18,26,27,33,37,38,41,44,49,52,58,72,74,76,77,79
2017-01-09,5,11,14,18,19,20,23,25,26,28,30,31,40,42,49,51,53,54,62,65,70,71
2017-01-12,3,4,6,13,15,20,21,23,29,40,46,54,58,62,63,64,65,72,74,77,79,80
2017-01-16,2,3,12,13,14,26,34,40,41,43,45,49,50,51,53,56,61,63,68,73,79,80
2017-01-19,4,7,10,16,18,19,26,27,31,33,39,40,53,54,55,57,58,59,65,67,68,80
2017-01-23,1,6,16,22,24,26,29,30,31,32,33,40,43,50,54,57,59,60,61,69,70,72
2017-01-26,2,3,10,20,21,24,27,29,30,35,36,43,48,49,50,54,55,57,63,68,70,76
2017-01-30,3,4,6,8,11,18,29,33,37,40,41,43,48,49,51,62,63,69,71,75,77,78
2017-02-02,1,11,23,27,31,35,36,43,47,48,53,55,63,64,65,66,68,69,70,71,78,80
2017-02-06,1,4,13,17,19,28,31,34,36,39,41,42,45,48,49,54,69,70,71,76,77,78
2017-02-09,4,7,12,13,20,23,26,31,34,38,40,42,44,46,55,63,64,66,67,70,71,77
2017-02-13,9,10,12,13,14,15,18,20,21,24,33,39,40,48,54,61,63,66,67,71,72,78
2017-02-16,1,6,8,12,15,16,20,22,31,33,34,37,43,48,52,54,56,63,65,68,73,76
2017-02-20,1,11,16,31,32,33,34,38,43,44,49,50,53,55,56,58,60,68,73,74,75,79
2017-02-23,2,9,12,24,29,32,37,38,39,40,41,42,45,58,59,60,62,65,69,72,79,80
2017-02-27,2,4,6,8,14,15,23,25,27,28,31,43,46,47,50,57,61,62,63,68,70,72
2017-03-02,1,4,8,15,16,20,21,23,27,28,29,32,36,37,44,46,49,55,62,63,64,74
2017-03-06,3,7,10,11,18,21,26,27,29,33,39,42,46,50,51,60,63,66,72,73,77,80
2017-03-09,1,8,12,14,18,26,29,41,46,48,49,51,52,60,65,67,68,71,76,78,79,80
2017-03-13,5,7,12,16,22,23,25,29,33,37,42,44,48,49,54,55,58,60,61,63,67,79
2017-03-16,2,3,4,7,9,14,16,18,22,23,29,36,38,40,43,47,48,52,63,67,68,71
2017-03-20,4,7,9,11,16,18,21,23,30,31,38,41,42,44,47,49,50,57,59,67,68,70
2017-03-23,1,18,22,24,25,31,35,37,41,43,47,56,57,58,61,63,68,70,72,77,78,79
2017-03-27,16,21,22,28,31,32,33,35,38,40,42,44,46,47,49,51,61,69,70,71,72,73
2017-03-30,8,15,16,17,19,23,26,30,31,35,37,42,43,44,47,49,57,66,68,73,77,80
2017-04-03,7,8,26,35,38,44,46,48,49,52,58,60,61,62,64,65,66,68,69,75,77,79
2017-04-06,4,10,13,22,24,25,29,32,37,38,40,44,46,53,55,63,66,68,70,72,73,76
2017-04-10,6,7,10,11,13,16,21,22,27,29,31,34,38,40,44,50,53,68,70,73,76,78
2017-04-13,1,5,6,14,15,22,25,26,29,35,38,45,50,51,54,64,68,70,72,73,75,78
2017-04-17,1,11,12,13,17,19,23,27,31,32,35,37,40,43,47,49,54,56,67,70,71,74
2017-04-20,8,12,14,15,22,27,28,29,31,36,40,48,53,58,61,68,69,70,73,76,77,80
2017-04-24,1,2,11,15,19,27,28,29,32,34,42,46,52,61,64,65,66,72,75,76,77,80
2017-04-27,1,4,14,18,25,26,28,36,43,44,46,51,54,55,58,59,61,62,65,70,75,80
2017-05-01,8,9,14,15,18,19,20,23,29,30,37,43,49,54,55,57,59,60,63,70,72,74
2017-05-04,6,10,13,17,18,21,22,24,25,37,40,49,50,51,52,59,60,63,69,72,76,80
2017-05-08,1,4,18,20,21,25,30,37,38,47,53,55,58,63,64,65,67,68,70,75,76,77
2017-05-11,4,6,10,20,21,27,33,39,42,46,49,50,61,63,65,66,69,70,71,76,78,80
2017-05-15,1,4,5,6,8,22,25,26,28,30,32,35,45,57,59,62,63,66,70,74,76,77
2017-05-18,8,9,11,14,20,22,23,29,35,41,42,48,49,52,58,62,67,68,70,71,73,78
2017-05-22,1,6,8,9,12,15,18,25,27,31,35,45,47,48,52,55,62,63,70,71,72,77
2017-05-25,1,12,13,20,21,23,28,34,37,39,40,42,44,45,48,50,57,64,68,69,72,78
2017-05-29,7,14,15,20,22,24,30,33,36,37,39,40,47,48,50,56,57,59,70,72,78,79
2017-06-01,1,4,13,14,15,23,29,31,40,41,51,56,59,66,67,68,71,73,75,76,78,80
2017-06-05,2,6,9,14,22,23,24,29,44,50,53,56,58,59,60,62,67,68,69,73,75,80
2017-06-08,1,2,3,7,10,14,16,19,20,21,22,36,39,44,59,64,66,67,71,72,76,77
